typeIndex,namespace,typeName,fullName,fieldStart,fieldCount,methodStart,methodCount,fields,methods,flags,bitfield,token,metadataConfidence,evidence
8625,LC.Google.Protobuf.Collections,RepeatedField`1,LC.Google.Protobuf.Collections.RepeatedField`1,38944,5,60412,42,EqualityComparer;EmptyArray;MinArraySize;array;count,Clone;AddEntriesFrom;CalculateSize;CalculatePackedDataSize;WriteTo;get_Capacity;set_Capacity;EnsureSize;SetSize;Add;Clear;Contains;CopyTo;Remove;get_Count;get_IsReadOnly;AddRange;Add;GetEnumerator;Equals;System.Collections.IEnumerable.GetEnumerator;GetHashCode;Equals;IndexOf;Insert;RemoveAt;ToString;get_Item;set_Item;System.Collections.IList.get_IsFixedSize;System.Collections.ICollection.CopyTo;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;System.Collections.IList.get_Item;System.Collections.IList.set_Item;System.Collections.IList.Add;System.Collections.IList.Contains;System.Collections.IList.IndexOf;System.Collections.IList.Insert;System.Collections.IList.Remove;.ctor;.cctor,1048833,3080,33554729,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8665,Sirenix.Serialization,GenericCollectionFormatterLocator,Sirenix.Serialization.GenericCollectionFormatterLocator,4294967295,0,61018,2,,TryGetFormatter;.ctor,1048576,3072,33554470,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8695,Sirenix.Serialization,GenericCollectionFormatter,Sirenix.Serialization.GenericCollectionFormatter,4294967295,0,61135,1,,CanFormat,1048961,3072,33554500,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8696,Sirenix.Serialization,GenericCollectionFormatter`2,Sirenix.Serialization.GenericCollectionFormatter`2,39202,1,61136,5,valueReaderWriter,.cctor;.ctor;GetUninitializedObject;DeserializeImplementation;SerializeImplementation,257,3080,33554501,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8697,Sirenix.Serialization,WeakGenericCollectionFormatter,Sirenix.Serialization.WeakGenericCollectionFormatter,39203,4,61141,4,ValueReaderWriter;ElementType;CountProperty;AddMethod,.ctor;GetUninitializedObject;DeserializeImplementation;SerializeImplementation,1048833,3072,33554502,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8920,,<System-Collections-Generic-IEnumerable<System-Object>-GetEnumerator>d__25,<System-Collections-Generic-IEnumerable<System-Object>-GetEnumerator>d__25,39758,4,62206,7,<>1__state;<>2__current;<>4__this;<>7__wrap1,.ctor;System.IDisposable.Dispose;MoveNext;<>m__Finally1;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554726,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
9403,VoxelBusters.NativePlugins.Internal,IRateMyAppKeysCollection,VoxelBusters.NativePlugins.Internal.IRateMyAppKeysCollection,4294967295,0,65892,6,,get_IsFirstTimeLaunchKeyName;get_VersionLastRatedKeyName;get_ShowPromptAfterKeyName;get_PromptLastShownKeyName;get_DontShowKeyName;get_AppUsageCountKeyName,161,3072,33554677,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
9423,,eCollectionType,eCollectionType,42646,2,4294967295,0,value__;GAME_SERVICES,,258,3091,33554698,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
9540,UnityEngine.UI,FontUpdateTracker,UnityEngine.UI.FontUpdateTracker,42907,1,66636,4,m_Tracked,TrackText;RebuildForFont;UntrackText;.cctor,1048961,3080,33554461,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
9648,UnityEngine.UI.Collections,IndexedSet`1,UnityEngine.UI.Collections.IndexedSet`1,43427,3,67761,23,m_List;m_Dictionary;m_EnabledObjectCount,Add;Add;AddUnique;EnableItem;DisableItem;Remove;GetEnumerator;System.Collections.IEnumerable.GetEnumerator;Clear;Contains;CopyTo;get_Count;get_Capacity;get_IsReadOnly;IndexOf;Insert;RemoveAt;Swap;get_Item;set_Item;RemoveAll;Sort;.ctor,1048576,3072,33554569,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10061,,<System-Collections-Generic-IEnumerable<System-Object>-GetEnumerator>d__25,<System-Collections-Generic-IEnumerable<System-Object>-GetEnumerator>d__25,45759,4,70475,7,<>1__state;<>2__current;<>4__this;<>7__wrap1,.ctor;System.IDisposable.Dispose;MoveNext;<>m__Finally1;System.Collections.Generic.IEnumerator<System.Object>.get_Current;System.Collections.IEnumerator.Reset;System.Collections.IEnumerator.get_Current,1048835,3072,33554547,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10280,Mono.Security.X509,X509CertificateCollection,Mono.Security.X509.X509CertificateCollection,4294967295,0,72471,10,,.ctor;get_Item;Add;AddRange;Contains;GetEnumerator;System.Collections.IEnumerable.GetEnumerator;GetHashCode;IndexOf;Compare,1056769,3072,33554450,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10284,Mono.Security.X509,X509ExtensionCollection,Mono.Security.X509.X509ExtensionCollection,46709,1,72508,5,readOnly,.ctor;.ctor;IndexOf;System.Collections.IEnumerable.GetEnumerator;get_Item,1048833,3072,33554455,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10293,Mono.Security.Protocol.Ntlm,NtlmAuthLevel,Mono.Security.Protocol.Ntlm.NtlmAuthLevel,46736,5,4294967295,0,value__;LM_and_NTLM;LM_and_NTLM_and_try_NTLMv2_Session;NTLM_only;NTLMv2_only,,257,3091,33554464,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10299,Mono.Security.Interface,AlertLevel,Mono.Security.Interface.AlertLevel,46767,3,4294967295,0,value__;Warning;Fatal,,257,3091,33554470,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10349,,PackedPlayModeBuildLogs,PackedPlayModeBuildLogs,47214,1,72823,3,m_RuntimeBuildLogs,get_RuntimeBuildLogs;set_RuntimeBuildLogs;.ctor,1056769,3072,33554434,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10512,Sirenix.OdinInspector,OnCollectionChangedAttribute,Sirenix.OdinInspector.OnCollectionChangedAttribute,47728,2,73699,3,Before;After,.ctor;.ctor;.ctor,1048833,3072,33554504,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10755,,GeneralToastLevel,GeneralToastLevel,50256,6,4294967295,0,value__;None;Info;Warning;Error;Success,,258,3091,33554452,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10788,TapTap.Common,TapLogLevel,TapTap.Common.TapLogLevel,50387,4,4294967295,0,value__;Debug;Warn;Error,,257,3091,33554484,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10855,System.Net.Http.Headers,CollectionExtensions,System.Net.Http.Headers.CollectionExtensions,4294967295,0,75301,4,,SequenceEqual;SetValue;ToString;ToStringBuilder,1048960,3072,33554461,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10857,System.Net.Http.Headers,CollectionParser,System.Net.Http.Headers.CollectionParser,4294967295,0,75307,3,,TryParse;TryParse;TryParseStringElement,1048960,3072,33554463,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10865,,CollectionHeaderTypeInfo`2,CollectionHeaderTypeInfo`2,50666,3,75365,3,minimalCount;separator;parser,.ctor;get_Separator;TryParse,1048579,3072,33554472,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10869,System.Net.Http.Headers,HttpHeaderValueCollection`1,System.Net.Http.Headers.HttpHeaderValueCollection`1,50675,4,75374,15,list;headers;headerInfo;invalidValues,.ctor;get_Count;get_InvalidValues;get_IsReadOnly;Add;AddRange;AddInvalidValue;Clear;Contains;CopyTo;Remove;ToString;GetEnumerator;System.Collections.IEnumerable.GetEnumerator;Find,1048833,3072,33554475,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10985,UnityEngine.Android,AndroidAssetPackStatus,UnityEngine.Android.AndroidAssetPackStatus,51116,10,4294967295,0,value__;Unknown;Pending;Downloading;Transferring;Completed;Failed;Canceled;WaitingForWifi;NotInstalled,,257,3091,33554449,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10986,UnityEngine.Android,AndroidAssetPackError,UnityEngine.Android.AndroidAssetPackError,51126,14,4294967295,0,value__;NoError;AppUnavailable;PackUnavailable;InvalidRequest;DownloadNotFound;ApiNotAvailable;NetworkError;AccessDenied;InsufficientStorage;PlayStoreNotFound;NetworkUnrestricted;AppNotOwned;InternalError,,257,3091,33554450,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10987,UnityEngine.Android,AndroidAssetPackInfo,UnityEngine.Android.AndroidAssetPackInfo,51140,6,76531,1,<name>k__BackingField;<status>k__BackingField;<size>k__BackingField;<bytesDownloaded>k__BackingField;<transferProgress>k__BackingField;<error>k__BackingField,.ctor,1048577,3072,33554451,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10988,UnityEngine.Android,AndroidAssetPackState,UnityEngine.Android.AndroidAssetPackState,51146,3,76532,1,<name>k__BackingField;<status>k__BackingField;<error>k__BackingField,.ctor,1048577,3072,33554452,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10989,UnityEngine.Android,AndroidAssetPackUseMobileDataRequestResult,UnityEngine.Android.AndroidAssetPackUseMobileDataRequestResult,51149,1,76533,1,<allowed>k__BackingField,.ctor,1048577,3072,33554453,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10990,,AssetPackManagerDownloadStatusCallback,AssetPackManagerDownloadStatusCallback,51152,2,76535,2,m_Callback;m_AssetPacks,.ctor;onStatusUpdate,1048579,3076,33554455,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10991,,AssetPackManagerMobileDataConfirmationCallback,AssetPackManagerMobileDataConfirmationCallback,51154,1,76537,2,m_Callback,.ctor;onMobileDataConfirmationResult,1048579,3076,33554456,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10992,,AssetPackManagerStatusQueryCallback,AssetPackManagerStatusQueryCallback,51155,4,76539,2,m_Callback;m_AssetPackNames;m_States;m_Size,.ctor;onStatusResult,1048579,3076,33554457,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
10993,UnityEngine.Android,AndroidAssetPacks,UnityEngine.Android.AndroidAssetPacks,51150,2,76534,1,s_JavaPlayAssetDeliveryWrapper;s_ApiMissing,GetAssetPackManager,1048961,3072,33554454,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11083,LeTai.TrueShadow,IChangeTracker,LeTai.TrueShadow.IChangeTracker,4294967295,0,77311,1,,Check,160,3072,33554458,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11084,LeTai.TrueShadow,ChangeTracker`1,LeTai.TrueShadow.ChangeTracker`1,51648,4,77312,3,previousValue;getValue;onChange;comparer,.ctor;Forget;Check,1048576,3072,33554459,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11253,Unity.Properties,IndexedCollectionPropertyBag`2,Unity.Properties.IndexedCollectionPropertyBag`2,52352,1,78245,3,m_Property,Unity.Properties.IConstructorWithCount<TList>.InstantiateWithCount;InstantiateWithCount;.ctor,1048577,3072,33554456,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11255,Unity.Properties,KeyValueCollectionPropertyBag`3,Unity.Properties.KeyValueCollectionPropertyBag`3,52354,1,78251,1,m_KeyValuePairProperty,.ctor,1048577,3072,33554458,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11542,UnityEngine.TextCore.LowLevel,GlyphLoadFlags,UnityEngine.TextCore.LowLevel.GlyphLoadFlags,53093,12,4294967295,0,value__;LOAD_DEFAULT;LOAD_NO_SCALE;LOAD_NO_HINTING;LOAD_RENDER;LOAD_NO_BITMAP;LOAD_FORCE_AUTOHINT;LOAD_MONOCHROME;LOAD_NO_AUTOHINT;LOAD_COLOR;LOAD_COMPUTE_METRICS;LOAD_BITMAP_METRICS_ONLY,,257,3091,33554439,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11543,UnityEngine.TextCore.LowLevel,FontEngineError,UnityEngine.TextCore.LowLevel.FontEngineError,53105,16,4294967295,0,value__;Success;Invalid_File_Path;Invalid_File_Format;Invalid_File_Structure;Invalid_File;Invalid_Table;Invalid_Glyph_Index;Invalid_Character_Code;Invalid_Pixel_Size;Invalid_Library;Invalid_Face;Invalid_Library_or_Face;Atlas_Generation_Cancelled;Invalid_SharedTextureData;OpenTypeLayoutLookup_Mismatch,,257,3091,33554440,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11544,UnityEngine.TextCore.LowLevel,GlyphRenderMode,UnityEngine.TextCore.LowLevel.GlyphRenderMode,53121,13,4294967295,0,value__;SMOOTH_HINTED;SMOOTH;COLOR_HINTED;COLOR;RASTER_HINTED;RASTER;SDF;SDF8;SDF16;SDF32;SDFAA_HINTED;SDFAA,,257,3091,33554441,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11545,UnityEngine.TextCore.LowLevel,GlyphPackingMode,UnityEngine.TextCore.LowLevel.GlyphPackingMode,53134,6,4294967295,0,value__;BestShortSideFit;BestLongSideFit;BestAreaFit;BottomLeftRule;ContactPointRule,,257,3091,33554442,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11546,UnityEngine.TextCore.LowLevel,FontReference,UnityEngine.TextCore.LowLevel.FontReference,53140,4,4294967295,0,familyName;styleName;faceIndex;filePath,,1048840,3073,33554443,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11547,UnityEngine.TextCore.LowLevel,FontEngine,UnityEngine.TextCore.LowLevel.FontEngine,53144,8,79221,34,s_Glyphs;s_GlyphIndexes_MarshallingArray_A;s_GlyphMarshallingStruct_IN;s_GlyphMarshallingStruct_OUT;s_FreeGlyphRects;s_UsedGlyphRects;s_PairAdjustmentRecords_MarshallingArray;s_GlyphLookupDictionary,LoadFontFace;LoadFontFace_Internal;LoadFontFace;LoadFontFace_With_Size_And_FaceIndex_Internal;LoadFontFace;LoadFontFace_With_Size_and_FaceIndex_FromFont_Internal;LoadFontFace;LoadFontFace_With_Size_by_FamilyName_and_StyleName_Internal;UnloadFontFace;UnloadFontFace_Internal;TryGetSystemFontReference;TryGetSystemFontReference_Internal;GetFaceInfo;GetFaceInfo_Internal;GetFontFaces;GetFontFaces_Internal;GetGlyphIndex;TryGetGlyphWithUnicodeValue;TryGetGlyphWithUnicodeValue_Internal;TryGetGlyphWithIndexValue;TryGetGlyphWithIndexValue_Internal;SetTextureUploadMode;TryAddGlyphToTexture;TryAddGlyphToTexture_Internal;TryAddGlyphsToTexture;TryAddGlyphsToTexture_Internal;GetGlyphPairAdjustmentTable;GetGlyphPairAdjustmentRecords;PopulatePairAdjustmentRecordMarshallingArray_from_KernTable;GetPairAdjustmentRecordsFromMarshallingArray;GenericListToMarshallingArray;SetMarshallingArraySize;ResetAtlasTexture;.cctor,1048833,3080,33554444,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11548,UnityEngine.TextCore.LowLevel,FontEngineUtilities,UnityEngine.TextCore.LowLevel.FontEngineUtilities,4294967295,0,79255,1,,MaxValue,1048840,17,33554445,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11549,UnityEngine.TextCore.LowLevel,GlyphMarshallingStruct,UnityEngine.TextCore.LowLevel.GlyphMarshallingStruct,53152,6,4294967295,0,index;metrics;glyphRect;scale;atlasIndex;classDefinitionType,,1048840,3089,33554446,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11550,UnityEngine.TextCore.LowLevel,FontFeatureLookupFlags,UnityEngine.TextCore.LowLevel.FontFeatureLookupFlags,53158,4,4294967295,0,value__;None;IgnoreLigatures;IgnoreSpacingAdjustments,,257,3091,33554447,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11551,UnityEngine.TextCore.LowLevel,GlyphValueRecord,UnityEngine.TextCore.LowLevel.GlyphValueRecord,53162,4,79256,10,m_XPlacement;m_YPlacement;m_XAdvance;m_YAdvance,get_xPlacement;set_xPlacement;get_yPlacement;set_yPlacement;get_xAdvance;get_yAdvance;op_Addition;GetHashCode;Equals;Equals,1057033,3089,33554448,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11552,UnityEngine.TextCore.LowLevel,GlyphAdjustmentRecord,UnityEngine.TextCore.LowLevel.GlyphAdjustmentRecord,53166,2,79266,5,m_GlyphIndex;m_GlyphValueRecord,get_glyphIndex;get_glyphValueRecord;GetHashCode;Equals;Equals,1057033,3089,33554449,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11553,UnityEngine.TextCore.LowLevel,GlyphPairAdjustmentRecord,UnityEngine.TextCore.LowLevel.GlyphPairAdjustmentRecord,53168,3,79271,6,m_FirstAdjustmentRecord;m_SecondAdjustmentRecord;m_FeatureLookupFlags,get_firstAdjustmentRecord;get_secondAdjustmentRecord;get_featureLookupFlags;GetHashCode;Equals;Equals,1057033,3089,33554450,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11554,UnityEngine.TextCore.LowLevel,GlyphAnchorPoint,UnityEngine.TextCore.LowLevel.GlyphAnchorPoint,53171,2,79277,2,m_XCoordinate;m_YCoordinate,get_xCoordinate;get_yCoordinate,1057032,3089,33554451,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11555,UnityEngine.TextCore.LowLevel,MarkPositionAdjustment,UnityEngine.TextCore.LowLevel.MarkPositionAdjustment,53173,2,79279,2,m_XPositionAdjustment;m_YPositionAdjustment,get_xPositionAdjustment;get_yPositionAdjustment,1057032,3089,33554452,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11556,UnityEngine.TextCore.LowLevel,MarkToBaseAdjustmentRecord,UnityEngine.TextCore.LowLevel.MarkToBaseAdjustmentRecord,53175,4,79281,4,m_BaseGlyphID;m_BaseGlyphAnchorPoint;m_MarkGlyphID;m_MarkPositionAdjustment,get_baseGlyphID;get_baseGlyphAnchorPoint;get_markGlyphID;get_markPositionAdjustment,1057032,3089,33554453,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11557,UnityEngine.TextCore.LowLevel,MarkToMarkAdjustmentRecord,UnityEngine.TextCore.LowLevel.MarkToMarkAdjustmentRecord,53179,4,79285,4,m_BaseMarkGlyphID;m_BaseMarkGlyphAnchorPoint;m_CombiningMarkGlyphID;m_CombiningMarkPositionAdjustment,get_baseMarkGlyphID;get_baseMarkGlyphAnchorPoint;get_combiningMarkGlyphID;get_combiningMarkPositionAdjustment,1057032,3089,33554454,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11558,UnityEngine.TextCore.LowLevel,MultipleSubstitutionRecord,UnityEngine.TextCore.LowLevel.MultipleSubstitutionRecord,53183,2,4294967295,0,m_TargetGlyphID;m_SubstituteGlyphIDs,,1057032,3073,33554455,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11559,UnityEngine.TextCore.LowLevel,LigatureSubstitutionRecord,UnityEngine.TextCore.LowLevel.LigatureSubstitutionRecord,53185,2,79289,2,m_ComponentGlyphIDs;m_LigatureGlyphID,get_componentGlyphIDs;get_ligatureGlyphID,1057032,3073,33554456,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
11616,LeanCloud,LCLogLevel,LeanCloud.LCLogLevel,53372,4,4294967295,0,value__;Debug;Warn;Error,,257,3091,33554435,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
12147,System.Configuration,ConfigurationPropertyCollection,System.Configuration.ConfigurationPropertyCollection,4294967295,0,4294967295,0,,,1048577,3072,33554437,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
